HomePlanet;Cabin;Destination;Transported
1;127990;1;0
1;128000;2;0
0;110100;1;1
0;109391;1;1
1;128081;1;1
1;128091;1;1
1;128101;1;0
0;109421;1;1
1;128111;1;1
0;61541;1;0
1;83080;1;0
1;109431;2;0
2;21620;3;1
1;83090;1;0
1;128030;3;1
2;440;1;0
2;-1;3;1
1;128131;2;1
1;128131;1;1
1;128131;2;1
1;109451;1;1
1;109451;1;0
1;110150;1;0
1;128040;2;0
1;128050;1;0
1;128050;-4;0
1;128050;1;0
1;109461;1;1
1;128141;2;1
1;128141;1;0
1;110160;1;1
1;128161;1;1
1;83100;1;0
2;21640;1;0
1;128060;1;0
1;110180;2;0
1;128070;3;1
0;109491;-4;1
2;41560;1;1
1;128181;1;1
1;109501;1;0
1;128080;1;1
1;128090;1;0
2;21650;1;1
1;110190;1;0
2;21660;1;1
2;21660;3;1
2;21660;1;0
0;109511;1;0
0;109521;1;1
0;110200;1;1
0;110210;1;0
1;128110;3;1
1;109531;1;1
-4;61620;1;0
0;110220;1;1
2;41941;3;0
0;110230;1;0
0;109541;1;1
1;128120;1;1
1;109551;1;0
1;109561;2;1
2;21670;1;1
1;128130;3;0
1;110240;1;0
1;83211;3;0
2;611;3;0
2;83221;1;1
1;128241;1;0
1;128251;1;1
1;128140;2;0
1;128140;1;0
0;109581;1;0
0;109581;1;1
0;109581;1;1
0;109581;1;0
2;41951;1;0
2;41951;3;0
1;110260;1;1
1;128261;1;0
1;128261;2;1
1;-1;1;1
1;110280;1;0
0;83241;1;0
0;109611;1;1
0;109611;3;1
1;128160;3;1
0;109631;1;1
0;109631;2;0
0;109631;1;1
1;110300;3;0
2;41570;3;1
2;41570;1;1
2;41570;3;0
2;41570;3;0
2;41961;1;1
2;41961;1;1
1;83251;-4;0
1;128301;1;1
2;621;3;0
2;83261;3;1
2;83261;3;0
1;109641;3;1
1;83140;1;1
1;109651;2;0
1;109661;-4;1
1;128170;1;0
1;128170;2;0
0;110330;3;1
0;109671;1;0
1;128180;1;0
1;109691;-4;0
1;128200;1;0
2;83150;1;0
2;83150;1;0
1;109701;1;1
0;110360;1;0
1;109721;3;1
2;21700;1;0
2;21700;1;1
1;128210;1;0
1;128210;1;0
-4;128210;2;1
1;128210;1;0
1;83160;2;0
1;128210;-4;1
1;109731;3;0
2;41580;3;0
0;110380;1;1
1;128230;3;1
1;128230;1;1
1;110390;3;1
2;83170;1;1
1;128331;-4;1
1;-1;2;1
1;128341;1;1
1;128250;2;1
1;128351;2;1
2;21710;1;0
2;21710;1;0
2;21710;1;0
2;41981;3;1
2;41981;3;1
2;41981;1;1
2;41991;1;1
2;41991;3;1
0;109801;1;1
0;109801;1;1
0;83200;1;0
1;109811;1;1
1;110440;-4;0
1;109821;3;0
2;42001;3;1
1;128371;1;1
1;109831;1;0
0;110450;1;0
0;110450;1;1
1;128270;1;1
1;128381;1;1
1;128280;1;0
1;128290;3;1
1;128290;2;0
1;128290;2;1
1;110460;3;0
1;110460;1;0
1;128290;3;1
1;110460;1;0
1;110460;1;0
1;109841;3;0
-4;128391;1;1
2;470;3;1
1;128401;2;1
0;110500;1;1
0;110500;1;0
0;110500;1;1
0;110500;1;1
1;128300;1;1
1;128411;1;1
1;109861;3;1
1;110510;1;0
1;128310;1;1
0;110520;1;1
2;21991;1;0
0;83210;1;0
2;22001;3;1
2;22001;1;1
1;128441;1;1
1;110540;1;0
1;128320;1;0
0;61561;3;1
0;109881;3;1
0;109881;3;0
1;83220;1;1
1;83220;1;1
1;109891;1;1
0;61630;1;1
1;109901;1;0
1;110560;3;0
1;109911;1;0
0;110570;1;1
2;41590;3;1
2;41590;1;0
1;128340;1;0
1;83230;1;0
2;22011;1;1
2;41600;3;1
1;128350;2;1
2;21750;1;1
1;128360;1;1
1;128360;1;1
1;128370;1;1
0;83301;1;0
1;110580;1;0
-4;83240;1;0
1;128380;1;0
1;128380;1;1
1;128380;1;0
1;109941;1;0
0;109951;1;1
2;42021;1;1
2;21760;1;1
2;21760;3;1
1;128390;1;1
1;128390;1;0
1;83250;-4;1
0;110590;1;0
2;61581;1;0
1;110600;1;0
1;128400;1;1
1;110610;2;0
1;109971;1;0
1;128451;1;1
1;128451;1;1
1;128410;3;1
1;110620;2;0
1;128410;2;0
1;83311;3;1
1;109981;1;0
2;41630;3;1
2;41630;3;0
1;109991;1;1
1;110630;1;1
1;83321;1;0
1;110640;1;1
1;128420;3;0
1;128430;1;0
2;21770;3;1
2;21770;3;1
1;110001;1;0
0;61650;1;0
1;110650;1;0
0;110021;3;1
0;110021;2;1
0;110021;1;1
1;110031;1;0
0;83341;1;1
1;128481;2;1
1;128491;1;1
1;83351;-4;0
0;110041;1;1
0;110670;1;1
1;128440;1;0
1;83260;1;1
1;128450;2;0
1;128521;1;1
1;128531;1;1
1;128541;1;1
1;110051;1;1
1;128551;1;1
0;110061;1;0
1;128470;1;1
1;110700;1;1
1;128480;1;1
1;128561;1;1
0;83270;1;0
0;110071;1;1
0;110710;1;1
1;110081;1;1
1;110091;1;1
2;22021;1;1
2;22021;1;1
2;-1;1;1
2;22021;3;1
0;110101;1;1
0;61591;1;0
2;21780;3;0
2;42041;1;1
1;128490;3;1
1;128500;1;1
1;128581;1;1
1;110121;3;1
1;110730;1;0
2;641;3;0
2;42051;3;0
1;110131;1;1
1;83361;1;1
1;110750;1;0
0;110760;1;1
1;110770;1;0
1;110780;1;0
1;110141;1;0
2;21790;3;1
1;110790;1;1
2;22031;3;1
1;128520;1;0
1;110151;1;1
1;110800;1;0
1;83371;1;1
1;110161;1;1
1;128601;3;1
1;128611;2;1
1;110810;-4;1
1;110830;1;0
1;128540;3;0
2;42061;1;1
1;128560;1;1
1;128621;1;1
1;128631;1;1
1;128641;3;1
2;21810;1;1
2;21810;3;1
1;-1;1;0
1;128570;1;1
1;128570;1;1
1;128570;1;1
1;128570;3;0
0;110191;1;0
0;110191;-4;1
1;110840;1;1
2;22041;1;1
0;110211;1;0
2;21820;1;1
1;110850;1;1
2;42081;1;1
1;110860;1;0
0;110870;3;1
2;83300;3;1
2;83300;1;0
0;110900;1;1
0;110910;1;1
1;110231;2;1
0;110920;1;1
2;21830;1;0
1;110940;1;1
1;110950;1;0
1;128620;1;1
1;128671;3;1
1;128671;1;1
0;110241;1;1
1;128681;1;0
1;128691;1;1
0;83320;1;0
2;41680;3;0
2;41680;3;1
0;61670;-4;0
0;83330;1;0
1;83340;1;1
2;41690;1;0
0;61680;1;1
2;41700;1;0
0;110261;3;0
2;22051;3;1
2;22051;1;1
0;61611;2;0
0;83391;1;0
1;110980;1;1
1;128650;1;1
1;83401;1;0
-4;110990;1;0
0;111000;1;1
1;111010;2;1
2;83360;3;1
0;111020;1;1
1;83370;1;0
2;83380;1;1
2;42091;1;1
-4;42091;1;1
2;42091;3;1
1;128701;1;0
0;83421;1;0
1;110291;-4;1
2;42101;1;1
2;42101;1;1
2;41730;1;0
1;110301;1;0
0;111040;1;0
1;111050;3;0
2;651;1;1
2;651;1;1
0;61700;1;0
0;61710;1;0
1;128711;1;1
0;111060;1;1
0;111060;1;0
1;128721;1;1
1;128721;2;1
1;110321;1;1
0;83431;1;0
0;61720;1;1
0;61730;1;1
0;111090;1;0
0;61621;1;1
0;61621;1;1
0;61621;3;1
1;128690;1;0
0;110341;1;0
1;111110;1;0
-4;110351;2;0
0;61740;1;0
0;61740;1;0
0;61631;1;0
2;22061;1;0
1;128700;1;1
1;128710;1;1
1;128720;2;0
1;128720;1;0
1;111120;1;0
1;111120;1;0
1;128720;2;1
1;111130;1;0
0;111140;1;1
0;83400;1;0
0;111140;1;1
0;111140;3;1
0;83491;1;0
1;110361;1;1
1;128731;1;0
2;61641;3;1
0;111160;1;0
0;83410;1;1
0;111170;2;0
-4;83420;1;0
1;110371;2;0
-4;111180;1;1
0;111180;1;0
0;111180;1;0
1;128730;1;0
1;83501;3;1
1;128740;1;1
0;111210;1;0
1;-1;1;0
0;111230;1;1
1;128750;2;0
1;128751;1;1
1;110411;3;0
1;110411;1;0
2;22071;3;1
1;111240;3;0
-4;111250;1;0
1;128760;1;1
0;111260;3;1
0;111260;1;1
1;128770;2;1
-4;111270;2;1
2;42121;1;1
1;110441;3;0
0;83430;1;0
0;83440;3;0
1;111290;1;0
1;83511;1;0
2;42131;1;0
0;111310;1;0
1;110451;1;1
0;111320;1;0
-4;111320;1;0
0;111320;1;1
2;21850;3;1
2;21850;3;0
2;21850;1;1
2;21850;3;0
2;21850;1;0
1;110461;1;0
2;22081;1;1
2;500;3;1
1;128780;1;0
1;128771;1;0
1;110471;2;1
1;-1;1;1
1;111340;1;0
1;128791;1;1
1;128801;1;1
0;110481;1;0
1;128811;3;1
2;-1;1;0
1;111350;2;0
0;110501;3;1
1;128800;1;0
0;111360;1;1
2;21860;1;1
2;21860;1;1
2;21860;1;0
2;21860;1;1
1;128810;1;1
1;128810;1;0
0;111370;1;0
1;128821;1;0
1;110521;1;0
1;110531;1;1
1;128820;3;1
2;22101;1;1
2;22101;1;1
1;128841;1;1
0;61750;3;0
1;128851;1;1
1;111400;1;0
2;61661;1;1
0;83561;1;0
1;-1;1;0
1;110551;1;1
1;128871;1;1
1;128840;1;1
1;83460;2;0
2;671;3;0
2;22111;3;1
1;128891;1;1
1;128891;2;1
1;128891;1;1
1;128891;1;1
1;111410;1;0
0;83571;1;0
1;128901;1;1
1;110581;1;0
1;83581;3;1
1;110591;1;1
1;110591;1;1
1;128850;2;0
1;110601;3;1
1;110611;1;0
1;128911;1;1
1;128860;1;0
1;128860;3;0
1;128860;1;0
1;128860;3;1
1;111430;1;0
2;41740;3;0
0;83470;1;0
0;111440;1;1
0;111450;2;0
0;111450;1;1
1;128931;1;1
1;128931;1;1
1;128931;3;1
0;110621;1;1
0;110631;1;0
0;111460;1;1
0;111460;1;1
2;21870;1;0
1;83601;1;1
0;111470;1;1
2;41750;1;1
0;111490;1;0
1;128941;2;1
1;128941;1;1
1;128941;1;1
2;61760;3;0
1;128951;1;1
1;128880;1;1
0;111500;1;0
0;111500;1;1
0;111500;1;0
-4;128961;-4;1
1;83611;1;0
1;128900;1;1
1;128971;3;1
0;61681;1;0
2;510;1;1
2;510;1;0
2;510;1;0
2;510;1;0
2;41760;1;1
2;83490;3;0
2;21880;1;0
2;21880;3;1
1;128910;1;0
1;129001;3;1
0;111530;3;1
1;111540;3;0
1;111550;3;0
0;111560;1;0
0;111560;1;1
1;128920;3;1
1;129021;2;1
2;22121;3;1
1;128930;1;0
2;61701;1;1
1;128940;2;0
1;111580;1;1
1;128950;2;0
1;111590;3;0
1;111600;1;1
1;83631;3;0
0;111610;3;1
1;111630;1;0
1;110671;1;0
2;61790;1;0
1;129031;-4;1
2;83641;3;0
1;129041;1;1
1;129041;1;1
1;-1;3;1
1;110691;1;1
1;129041;3;1
2;21900;1;1
2;21900;3;1
-4;83651;1;0
2;22131;3;1
2;22131;1;1
1;111640;1;1
1;128970;1;0
2;22141;1;1
2;22141;3;0
2;61711;1;1
2;61711;1;0
1;110721;1;1
1;129061;3;1
1;129071;3;1
1;110731;2;1
1;110751;1;1
1;129081;3;1
1;110761;1;1
1;128980;1;1
0;83520;1;0
0;83520;2;0
0;83520;1;0
0;83520;1;1
0;83520;1;0
1;129111;2;1
1;128990;1;0
1;129000;1;0
1;129010;1;1
1;111660;1;0
1;111680;1;0
1;129131;1;1
2;83681;1;1
2;22161;-4;1
2;-1;3;1
0;110771;1;1
0;110771;3;0
0;110771;1;0
0;111690;1;0
1;110781;1;1
0;110791;3;1
2;41780;1;1
2;41780;3;1
2;41780;1;0
2;41790;3;0
2;41790;3;0
1;129020;1;0
1;129151;2;1
1;111710;1;0
1;129030;1;0
1;111720;2;0
1;111750;1;0
1;83550;2;1
1;129050;3;0
1;129161;1;1
1;110801;1;0
2;711;1;1
1;129060;3;0
1;129070;1;0
1;110831;1;1
2;22171;1;0
0;83570;1;0
1;129201;2;1
1;129201;3;1
1;129201;1;1
1;83590;1;1
1;129211;1;1
-4;22181;1;1
2;22181;3;1
2;22181;3;0
2;22181;1;1
1;129100;1;0
0;-1;3;0
0;61800;3;0
1;111790;1;0
1;110841;1;1
1;111800;1;0
0;83600;1;0
1;110871;1;1
1;129221;1;1
1;129110;2;1
1;110881;1;0
1;129231;1;1
1;129241;1;1
0;61731;1;1
1;129120;3;1
1;129130;1;1
1;129251;1;1
1;110901;1;1
1;129261;1;1
1;110911;1;1
2;42151;1;1
1;110921;1;1
1;111830;1;0
2;83711;1;1
1;129150;1;1
1;129160;1;0
1;129160;1;1
1;129160;1;1
1;129160;1;1
1;129160;1;1
1;110931;2;1
1;129170;1;1
1;129271;1;1
1;129180;1;1
1;129180;1;0
2;22191;1;1
2;22191;1;0
1;129281;1;0
0;83721;1;0
1;129190;2;1
1;110941;1;1
2;21920;3;1
1;129200;3;0
1;111850;1;0
0;111860;1;1
1;111870;1;0
1;129210;1;0
1;129220;3;1
1;111880;-4;0
1;83620;1;1
1;111890;1;0
2;42161;1;1
2;42161;1;1
1;129291;1;1
1;129301;1;1
2;520;1;0
2;520;3;0
1;110961;3;0
1;129311;1;1
1;129321;1;0
1;111920;1;0
2;530;1;0
1;83630;1;0
1;129240;2;0
1;129331;1;1
1;111940;1;0
1;111940;1;0
1;111940;2;0
1;111940;1;0
1;111940;1;1
1;111940;2;0
1;-1;1;0
1;111940;2;0
1;111950;1;0
1;129341;1;1
2;22201;1;1
1;110991;1;0
1;110991;1;0
1;111001;1;1
2;41810;1;0
1;129361;2;1
2;21930;1;1
2;21930;3;1
2;21940;1;1
2;21940;3;1
1;129371;1;1
0;111970;3;0
2;42171;3;1
1;111021;1;0
1;111990;2;0
1;129260;1;0
1;129381;1;1
2;21950;1;1
2;21950;1;1
2;21950;3;1
1;112000;3;0
1;112010;3;1
1;111041;2;0
1;129280;2;0
0;111051;1;1
2;42181;1;0
1;129411;-4;1
2;21960;3;0
2;83751;3;1
2;61820;1;0
1;111061;2;1
0;111071;1;0
-4;111081;3;1
1;112030;-4;0
0;61751;1;1
1;129330;1;0
1;111091;1;0
1;129340;1;0
1;112040;1;0
1;112040;1;0
1;112050;1;0
1;112050;1;1
1;129350;1;1
-4;83660;1;1
2;540;3;0
2;540;3;1
1;129431;1;1
1;129431;1;1
1;129431;1;1
1;129431;1;1
1;129431;1;1
1;129431;3;1
1;129360;1;1
0;61761;1;0
0;61761;3;1
0;61761;3;1
0;61761;1;1
0;61761;1;1
0;61761;1;0
0;61761;-4;1
1;129370;1;1
0;111111;1;1
1;129380;-4;0
2;22211;1;1
1;111121;1;1
2;41830;3;0
1;129390;1;1
1;129441;3;1
1;129400;3;1
2;21980;1;1
-4;83670;3;1
1;129451;1;1
1;129410;1;0
1;111131;1;0
1;-1;3;0
1;112060;-4;0
1;129461;2;1
2;22221;3;1
1;111141;1;0
2;42191;1;1
1;129460;1;0
2;42201;3;1
2;42201;3;1
1;129471;1;1
1;83690;3;1
0;83761;1;0
1;111151;1;0
1;83771;-4;1
1;112080;1;0
1;83700;1;0
1;111171;1;1
1;112090;1;1
1;129490;2;1
2;21990;3;1
2;21990;1;1
2;83781;1;0
1;129481;3;1
1;83710;-4;1
0;111181;1;0
0;111181;1;1
0;111181;1;1
1;129491;1;1
1;129500;3;1
1;112100;1;0
1;112120;1;0
1;83791;1;0
1;129521;3;1
1;111201;3;1
1;129531;2;1
1;83811;1;0
0;61840;1;1
0;112130;3;1
0;112130;1;1
1;111211;1;0
2;22241;3;1
0;111221;1;1
1;129530;1;1
1;112140;1;0
1;111231;1;1
1;111231;1;1
1;111231;1;1
1;129541;1;0
1;129541;3;1
1;129541;1;0
1;129541;1;0
1;129541;1;1
0;112160;1;0
0;83730;1;0
1;83740;2;1
1;112170;-4;0
0;112180;3;0
0;112180;1;0
1;129540;1;0
1;129551;1;1
1;129550;2;1
1;129571;2;1
2;42211;3;1
1;129581;3;1
0;112200;1;1
0;112200;1;1
0;112200;1;1
1;112210;3;0
0;61771;2;0
1;83760;1;0
1;129591;1;1
1;129570;-4;0
1;129601;2;1
1;111261;1;1
1;111271;3;1
1;129611;1;1
1;129611;3;1
1;129631;1;1
2;61850;1;0
1;83821;1;0
1;83831;-4;1
2;550;3;1
1;112230;1;0
1;129590;1;1
1;112240;1;0
1;129600;1;0
0;111291;3;1
1;112250;1;0
2;22261;1;0
2;22261;1;1
2;22261;1;0
2;22010;3;0
2;22010;-4;0
2;22010;3;1
2;22010;3;0
2;22010;1;1
2;22010;3;0
2;22010;3;0
1;83770;1;1
2;22271;3;1
2;22271;1;0
2;22271;3;1
2;560;3;0
0;111311;1;0
1;129620;1;1
1;83841;3;1
1;129671;1;1
-4;83851;1;0
1;83861;1;1
1;129691;2;1
1;129701;1;1
1;129701;3;1
1;129701;2;1
0;83871;1;0
2;83881;1;1
0;61801;1;0
0;111321;1;1
1;83780;1;0
1;111331;3;0
0;111341;3;1
0;83901;1;0
0;83911;1;0
0;83921;1;0
0;111351;1;0
1;83790;1;0
2;22030;3;1
2;22030;3;1
2;22030;3;0
2;61811;1;0
2;61811;1;1
2;42221;1;1
2;42221;1;1
2;42221;3;1
0;112280;3;0
1;129640;1;1
1;129650;3;1
1;129650;1;1
1;129650;1;0
1;112290;1;0
1;129721;1;1
1;111371;3;0
1;129721;1;1
2;22291;3;1
0;112300;1;0
1;111381;1;1
0;111391;1;0
0;61860;3;1
2;83800;3;1
0;61821;1;0
2;22301;1;1
2;22301;3;0
2;22301;1;1
2;22301;1;0
2;42231;3;1
0;111401;1;0
-4;111401;1;1
0;111401;1;1
0;112330;1;0
0;112330;1;1
0;61870;2;1
0;83810;1;0
1;112340;1;1
2;61880;1;1
1;129731;1;1
0;112350;3;0
-4;111411;1;0
1;129741;1;1
2;42241;3;1
1;129751;2;1
0;83941;1;1
1;112360;3;0
1;129670;2;1
1;129771;1;1
1;129680;1;1
0;-1;1;0
0;61890;1;0
1;129690;1;0
1;129700;1;0
0;111431;1;1
2;61900;3;0
2;61900;3;1
1;129710;-4;1
1;112380;2;1
1;129791;3;1
1;112390;1;0
1;83951;1;0
2;22311;1;1
2;22311;3;1
1;83830;1;0
1;129730;1;0
0;111441;1;1
0;111441;1;1
1;111451;1;1
1;129740;3;0
1;129740;1;0
1;129740;1;0
1;129740;1;0
1;112420;3;0
1;129740;1;0
1;129740;1;0
1;112430;1;0
1;129750;2;1
1;112450;1;0
0;112460;1;1
2;22321;1;1
2;570;3;0
2;570;1;0
2;570;3;1
2;-1;1;1
2;570;1;1
1;83961;1;0
1;129811;1;1
1;129811;1;1
1;129811;1;1
1;129811;1;1
1;129811;1;1
1;129811;1;1
1;129811;1;1
-4;111461;-4;1
1;129821;1;1
-4;83971;1;0
1;129821;3;1
0;83840;1;0
0;112470;3;1
0;83850;2;1
0;83850;2;0
0;83850;1;1
1;83860;1;1
1;129760;1;0
2;42251;1;1
-4;42251;1;1
2;42251;1;1
0;111471;1;0
1;129831;1;1
1;111481;-4;0
1;129841;1;1
0;112480;1;0
0;112490;1;0
1;129780;1;0
2;22331;1;0
1;129851;2;1
0;-1;-4;0
1;129861;1;1
1;129800;1;0
0;111511;1;1
2;41850;2;0
2;41850;1;1
2;41850;1;0
0;112530;3;0
1;129820;1;1
1;111531;1;1
0;112540;1;0
0;83880;1;0
2;41860;3;0
-4;83981;1;1
2;42261;1;0
2;42261;3;0
2;42261;1;1
1;129840;1;0
1;111541;1;1
0;61851;3;0
0;61861;1;0
1;129871;1;1
0;111561;3;1
2;22060;1;1
1;129881;1;1
1;129850;1;1
1;129891;1;1
1;129870;1;0
1;112570;1;1
2;721;3;1
1;111601;1;0
0;112590;1;1
1;129880;1;1
1;112600;1;0
1;111611;1;1
1;129911;2;1
1;129911;1;1
2;42271;3;1
2;42271;3;1
2;42271;3;1
0;61920;1;0
0;111621;1;1
0;111621;1;1
0;111621;1;0
1;111631;3;0
1;129921;1;1
1;112610;3;0
1;111651;2;0
1;129900;2;1
2;84011;1;0
2;42281;3;1
1;112630;3;1
-4;111661;1;0
2;41870;1;0
2;41870;1;1
1;83890;3;1
2;580;1;1
2;580;1;0
2;-1;3;1
2;580;3;1
2;580;1;1
0;112640;1;1
0;83900;1;0
0;111671;1;0
2;22341;1;0
0;112660;3;0
0;83910;1;0
1;111691;2;1
2;42291;1;1
2;42291;1;0
1;112670;3;1
0;112680;1;1
1;129910;2;1
2;41880;3;1
2;84041;1;0
1;129920;1;0
1;112700;1;0
2;41890;3;1
0;111701;1;1
1;129931;2;1
1;112720;1;0
1;111721;1;0
1;129941;1;1
1;111731;1;0
1;129941;1;1
1;129941;1;1
1;129941;1;1
1;129941;1;1
0;84061;1;1
2;42301;1;1
2;42301;1;1
2;42301;1;1
2;42301;1;1
2;42301;3;1
2;42301;3;1
1;111741;2;0
1;-1;-4;0
1;111751;1;1
2;42311;3;0
2;22070;1;0
0;111761;1;1
0;111761;1;1
1;129951;1;1
1;111771;1;1
2;22351;1;1
2;22351;1;0
2;22361;3;1
1;111781;1;0
1;111791;1;0
0;84071;1;0
1;129961;2;1
1;111811;3;0
1;84091;1;0
1;83940;1;0
1;129981;2;1
1;129991;2;1
1;129991;3;1
1;130001;1;1
1;129980;-4;0
1;84101;1;0
1;130011;1;1
2;22080;1;1
1;112740;3;0
1;129990;2;1
1;129990;1;0
1;130000;1;0
1;130000;1;1
1;130000;1;0
0;112750;1;1
1;130010;2;0
2;22090;1;1
1;130021;2;1
2;41910;1;0
1;130020;1;0
1;130031;2;1
0;83960;1;1
1;130040;1;1
2;590;1;1
2;590;1;1
2;590;1;1
2;590;1;1
1;111831;2;1
1;111851;1;0
0;84121;1;1
0;61881;1;1
2;22381;1;1
2;22381;1;0
2;22381;3;0
2;600;3;0
0;61891;1;0
1;111871;1;0
0;112780;1;0
0;112780;1;1
0;83970;1;0
0;112790;3;1
0;61930;1;1
1;112800;3;1
2;22391;3;1
2;22391;3;0
0;112820;1;1
1;111881;3;0
1;84131;1;0
1;112830;1;0
1;112840;2;0
1;111901;2;0
0;83980;1;0
1;111911;1;0
1;130061;3;1
1;130070;1;0
1;111921;2;0
1;130071;1;1
0;112860;1;1
0;84141;1;0
2;22411;3;1
0;112870;2;1
1;111941;1;0
0;111951;1;1
0;111961;1;1
1;111971;1;0
1;111981;-4;0
1;130101;2;1
1;130111;1;1
0;111991;1;0
1;130121;3;1
1;130080;1;1
1;130131;1;1
1;112001;1;1
0;112011;1;0
0;112890;1;0
0;112890;3;0
2;22431;1;1
2;22431;1;1
1;130090;1;1
0;112930;1;1
-4;61950;1;0
2;22130;3;1
-4;22130;3;0
1;112940;1;0
1;-1;1;0
1;112960;1;1
0;112021;1;1
1;112970;1;0
1;112970;3;0
2;620;1;1
0;61960;1;0
0;61960;1;0
0;112031;1;1
1;130110;3;1
1;130141;1;1
2;741;1;0
1;130120;1;1
1;130151;1;1
0;112051;1;0
1;112061;1;0
1;112061;1;0
2;22451;3;1
2;22451;1;1
1;130181;1;1
1;130130;1;1
1;130201;2;1
1;113010;1;0
2;22471;1;1
1;130140;1;1
2;41920;3;1
0;113030;1;1
1;113040;1;0
1;113050;1;0
1;130150;1;0
1;130150;1;1
1;-1;2;1
1;130150;3;0
1;130150;3;1
1;130150;1;1
2;41930;3;1
2;22481;3;1
2;22481;1;0
1;130170;1;0
1;130231;1;1
1;130231;1;1
1;130231;1;1
1;130231;1;1
1;130231;3;1
2;61901;1;0
-4;61901;1;0
2;42341;1;0
1;84010;3;0
1;112081;1;0
1;130180;1;1
1;130190;1;0
0;84181;1;1
2;41940;3;1
2;41940;1;0
2;41940;3;1
1;84191;1;1
2;42351;3;0
2;42351;1;1
1;84201;-4;0
1;130251;3;1
1;130251;1;1
1;130261;1;1
1;112091;1;0
1;113070;1;0
0;113080;1;1
1;130200;1;0
1;130200;2;0
1;113090;1;0
1;130200;3;1
1;130271;2;1
2;42371;3;1
1;130281;1;1
1;130281;2;1
1;130281;3;1
1;130281;2;1
1;84211;1;1
1;112101;1;0
1;130281;3;1
1;113120;1;0
1;113130;3;0
-4;130220;1;0
2;41950;1;1
2;41950;3;0
0;61911;3;0
0;84231;1;1
1;130230;3;1
1;130230;1;1
0;112121;1;0
0;112121;1;0
1;130301;1;1
2;42381;3;0
0;113140;1;1
1;84030;3;1
2;61990;1;1
1;113150;1;1
1;112131;3;1
-4;113160;1;1
1;112141;1;0
2;751;1;1
2;751;1;1
2;751;1;1
1;130311;1;1
1;-1;1;0
-4;130260;3;1
1;130260;1;0
1;130260;1;0
1;84050;1;1
1;130260;1;0
1;130260;1;0
2;640;3;0
1;84241;2;1
0;112151;1;0
0;112151;3;1
1;130331;1;0
1;113180;2;1
0;112161;1;1
1;130270;1;0
2;22160;1;1
2;22160;1;0
2;22160;3;1
2;22160;3;1
1;113190;3;1
-4;113200;1;0
0;112171;3;1
1;130341;2;1
1;113220;1;0
1;130280;1;1
1;113220;3;0
1;113230;1;0
0;-1;2;0
1;130290;1;1
1;130361;1;1
1;130371;1;1
1;130371;1;1
1;130371;1;1
1;130371;3;0
1;84271;1;0
1;112231;1;0
1;130300;3;1
1;130310;1;0
2;761;3;1
2;761;3;0
1;130320;1;0
1;130320;1;0
1;130320;1;1
1;130320;2;1
-4;130320;1;0
1;130381;1;1
-4;112241;2;0
1;-1;-4;1
1;130391;1;1
1;130391;3;1
2;-1;3;1
2;22491;3;1
1;130330;1;1
1;130340;2;0
1;130350;1;0
1;113280;2;0
1;84070;1;0
2;771;1;0
1;130401;1;1
0;112251;1;1
1;-1;1;1
1;113290;1;0
1;84281;1;1
2;41970;3;1
2;-1;1;0
0;113300;1;0
0;113300;1;1
0;113300;1;0
0;84080;1;0
1;113310;1;0
2;41980;3;1
2;41980;1;1
1;130370;1;0
1;113340;3;0
1;130380;2;1
1;130380;3;0
2;62020;3;0
0;61931;3;1
0;61931;1;1
1;130390;2;1
1;130431;1;1
1;112281;3;1
1;130441;2;1
1;130451;1;0
1;130461;1;1
1;130461;3;1
1;130461;1;1
1;130461;1;1
1;112291;1;0
1;130461;1;0
1;130461;1;1
1;130410;1;0
1;130410;1;1
1;130471;1;0
1;130471;1;1
1;130471;1;1
1;130430;2;1
1;112301;1;0
0;84301;1;0
0;112311;1;0
2;42000;1;0
2;42000;3;1
0;-1;-4;0
1;113360;1;1
1;130440;1;1
1;130440;1;1
1;130450;2;0
1;130460;1;1
2;62030;1;0
1;84100;1;0
1;113370;3;1
0;84311;1;0
1;130470;1;0
1;112321;1;1
0;112331;1;1
0;112331;1;1
1;112341;1;0
1;113380;2;0
0;113390;1;1
0;113390;1;1
0;84110;1;0
0;62040;1;0
1;84321;1;0
1;130501;1;1
2;22501;1;1
2;22501;3;1
0;112361;1;1
0;113400;1;1
2;61961;3;0
2;61961;3;0
0;84120;1;0
1;84331;1;0
1;130521;1;1
0;112371;3;0
0;112371;1;1
0;112371;1;1
1;112381;3;1
1;130531;1;1
1;113430;1;0
2;791;1;0
1;130490;1;0
2;42010;3;1
2;42010;3;0
2;42010;3;1
-4;42010;1;1
1;130551;2;1
1;130500;2;1
0;113440;1;0
1;84130;1;0
1;112401;1;1
1;130581;1;1
1;113470;1;0
1;112421;2;0
1;112431;2;1
2;62050;1;0
1;113480;1;0
1;130550;1;0
1;130550;3;1
2;801;1;1
-4;801;1;1
2;801;1;0
0;112441;1;0
2;22511;3;0
2;22511;1;0
1;113500;2;0
1;130601;-4;0
1;112451;3;1
1;112461;2;1
1;112481;1;0
1;130611;2;1
1;130611;1;1
1;130560;1;1
1;130560;3;0
1;130631;2;1
0;84361;1;0
1;130641;3;1
0;84150;1;0
2;42421;1;0
1;130590;1;1
1;113560;1;0
2;42431;1;1
1;112501;1;1
1;130600;1;0
0;113580;3;0
1;130651;1;1
0;112511;1;0
0;61981;1;0
-4;130610;1;0
